,diarynum,entry_year,entry_id,text,0,1,2,entry_type
168,200.0,1995.0,47397,"Оформил вторую часть эссе «О неравенстве», перебрал сюжеты для «Россыпи», стал оформлять новые и вдруг почувствовал, что может сложиться нечто оформленное и как бы в развитии: «Времена жизни» (как «времена года»).",0.004029561,-0.4180603,-0.4553326,2
169,200.0,1995.0,47399,"Сверх ожиданий оформил на компьютере эссе «Три еврея»... Вдруг увиделось построение дальнейшей работы, новой большой книги.",0.08460994,-0.4605768,-0.39885336,5
170,200.0,1995.0,47399,"В сущности, у меня ведь почти все напечатано, кроме книги эссе и детской сказки.",0.12513672,-0.42895,-0.32022956,5
171,200.0,1995.0,47399,"Позавчера взял почитать хрестоматию по поэзии ""Серебряного века"": все- таки очень немногие выдержали испытание временем, и странно читаются страницы предисловий об их тщеславиях, отношениях, манифестах.",0.11265189,-0.43564403,-0.3421513,5
172,200.0,1995.0,47402,"Набросал начерно эссе о Д. Самойлове... Перечитывал письма, дневники, Баткина.",0.20781587,-0.80496114,-0.64067847,3
173,200.0,1995.0,47419,"Читает мой двухтомник, пока только эссе.",0.107337445,-0.5435118,-0.44864404,3
174,200.0,1997.0,47465,"Из таких листочков получались когда-то эссе и статьи; но в таком, обрывочном виде они, может, даже концентрированней.",-0.14369361,-0.5025703,-0.6581539,2
175,200.0,1997.0,47474,"* «Отношение к успеху не может не быть двойственным», — написал я в давнем эссе.",0.059167333,-0.41005525,-0.38505837,2
176,200.0,1998.0,47484,"В фильме прозвучали слова В. Гейзенберга, которые я сам однажды уже приводил в своем эссе «Между безнадежностью и надеждой», — о поведении человека во времена политической катастрофы.",0.16006874,-0.48981494,-0.33325,3
177,200.0,1999.0,47501,"Я упомянул, что эпизод на близкую тему есть в моем эссе «Три еврея»: про то, как Карабчиевский оказался свидетелем неприязненного суждения о русских и на вопрос: а вы кто?",0.17215934,-0.46305275,-0.29141784,3
178,200.0,1999.0,47511,"Взрослому становится неинтересно и скучно все уже понятное, привычное, повторяющееся, скучен дождь и даже одни и те же райские кущи — но об этом я уже писал в эссе о скуке.",0.08446696,-0.38898027,-0.33583426,5
179,200.0,2000.0,198477,(Вспомнилось язвительное эссе Бродского о конгрессе ПЕН-клуба в Рио-де-Жанейро.),0.2793513,-0.64789486,-0.35203844,0
180,200.0,2001.0,198521,Впервые подробно излагается моя биография (по материалам моих эссе) и дается довольно точная интерпретация моих книг.,-0.064630635,-0.5043119,-0.5911648,2
181,200.0,2001.0,198538,"Наверно, к этому можно добавить статьи, эссе, переводы.",0.09715612,-0.57672423,-0.49138623,3
182,200.0,2001.0,198546,"Не только у нас, во Франции, думаю, тоже еще недавно все знали про Маркса, Энгельса, «Коммунистический манифест».",0.14084618,-0.40921178,-0.28165695,5
183,200.0,2003.0,198687,"Он начал с чтения эссе, потом отвечал на вопросы.",0.22865753,-0.44164574,-0.19268198,4
184,200.0,2004.0,198783,"Мне эта мысль казалась важной, я цитирую ее в эссе «Определения свободы» вместе со словами Франка: только служа Богу и подчиняясь Ему, человек осуществляет свою свободу.",-0.03717555,-0.34117827,-0.44142583,2
185,200.0,2004.0,198802,"Начал додумывать эссе «Сознательное и бессознательное культуры», начатое как возможный ответ М.Л.",0.034403287,-0.44608986,-0.44435725,2
186,200.0,2004.0,198802,"Что-то я уже рассказал в эссе «Актриса», что-то вставил в эссе «Искусство как способ существования».",0.17008266,-0.4437906,-0.2755336,3
187,200.0,2004.0,198803,Я думаю над эссе о «бессознательном культуры» — еще не сформулированным ответом М.Л.,0.20192343,-0.46583873,-0.25417283,0
188,200.0,2004.0,198810,"Последние дни думаю об эссе (или стихах) о неожиданности, которая создает чувство соприкосновения с жизнью: необъяснимость, случайность, непредсказуемость — как любовь, как удар молнии.",-0.08868069,-0.3684298,-0.5172124,2
189,200.0,2004.0,198816,Его звонок оторвал меня от работы над эссе о Шагале.,0.23811485,-0.5339154,-0.27524602,0
190,200.0,2004.0,198861,"Я писал в своем эссе, что не совсем объяснимым образом, в условиях более страшных, чем нынешние, надежды Вернадского в какой-то мере оправдались.",0.0022985742,-0.40187672,-0.4442958,2
191,200.0,2004.0,198861,Дневниковая эссеистика опять стала незаметно переходить в мемуары.,0.0267562,-0.4721459,-0.47458586,2
192,200.0,2005.0,198908,"Письма Хазанова-Файбусовича, например, читаются как законченные эссе.",-0.32743615,-0.71753776,-0.87535053,2
193,200.0,2005.0,198915,"Вместе они могли бы составить около трех листов — раньше за год работы я делал больше, но можно зачесть и стихи, и эссе, не говоря о «Стенографии».",0.108487114,-0.41684288,-0.3303557,5
194,200.0,2005.0,198924,Перечитываю Pessoa — думаю о собственной эссеистике.,0.19669357,-0.65706116,-0.46522856,3
195,200.0,2005.0,198924,*Набросок* *эссе.,0.7755406,-0.9940785,-0.80344284,0
196,200.0,2005.0,198924,"Второй частью эссе может стать запись от 20.10.04: о рассказе Г. Белля, о горьковском Челкаше.",0.26173443,-0.5668955,-0.27918398,0
197,200.0,2006.0,198965,"Не так уж я молчал в те годы, печатал эссе («Новое время», «Странник», «Страна и мир»).",0.107896954,-0.38741133,-0.3047174,5
198,200.0,2006.0,199001,Я размышлял на эту тему в эссе «Я их видел».,0.17437732,-0.44913304,-0.2749575,3
199,200.0,2006.0,199013,"«В самом деле, в прозе часто — в том числе и в этом вступительном эссе — многое, и главное, остается недоговоренным, но ведь на то и нужны стихи, хранящие тайну в самой своей форме».",-0.0070476593,-0.39370182,-0.44828084,2
200,200.0,2006.0,199030,"Вначале оба не хотели, чтобы я читал по-французски эссе «Орфей», но без него были бы не очень понятны стихи.",0.09901852,-0.40252018,-0.32948443,5
201,200.0,2006.0,199030,"Я вчера показал им по-французски эссе «Сон при свете солнца» и «Уроки счастья», где говорится о Пастернаке, Елена и он стали читать с интересом.",0.22185434,-0.48685557,-0.24807307,0
202,200.0,2006.0,199053,"Почти все участники — мои знакомые: Диков, Изя Крамов (который читал мне когда-то опубликованные здесь эссе — помню сильное тогдашнее впечатление), Кома Иванов (который и здесь превозносит Федорова, Циолковского, ссылается на слова, сказанные ему знаменитыми людьми, упоминает свой план спасения человечества, цитирует свои стихи — я по-новому его воспринял), Мераб Мамардашвили, Володя Лукин.",0.14862682,-0.4660594,-0.32494122,3
203,200.0,2007.0,199088,"Я, между прочим, тоже пытался печататься — даже забыл, сколько было редакций, в которые стучался; иногда печатались мои эссе, но это не была публицистика.",0.086270474,-0.40001062,-0.34324345,5
204,200.0,2007.0,199167,"Нашел в Интернете книгу его эссе «Понедельник роз» — мемуары, отчасти литературные.",0.16099884,-0.75529927,-0.61738586,3
205,200.0,2007.0,199167,"Еще раз убедился, что он эссеист высочайшего уровня.",0.14315365,-0.34078994,-0.2161154,4
206,200.0,2007.0,199168,Первая глава книги Д. Быкова о Пастернаке называется «Счастливец» — я почти буквально о том же писал много лет назад в эссе «Уроки счастья».,0.16084184,-0.52602226,-0.36805487,3
207,200.0,2008.0,199173,Пришел венгерский журнал Naput с фрагментами из моего эссе «Родившийся в 37-м».,0.37099907,-0.564535,-0.1130299,0
208,200.0,2008.0,199207,"Хазанов написал мне, что издательство «Новый хронограф» собирается опубликовать его книгу эссе «Родники и камни».",0.2932947,-0.5488015,-0.21358466,0
209,200.0,2008.0,199207,"Долго рассказывал мне о своих издательских делах, сказал, что готов посмотреть и мой эссеистический сборник, и книгу стихов.",0.23825616,-0.5064529,-0.24571009,0
210,200.0,2008.0,199207,"Я тотчас послал ему текст о Хазанове, а потом весь день составлял сборник эссе, который озаглавил «Уроки счастья».",0.2439902,-0.45607,-0.18530312,0
211,200.0,2008.0,199214,"Не говорю о Солженицыне, который моим знакомым не был, но выступал с публичными политическими манифестами, — неловко перечитывать.",0.23055227,-0.4297636,-0.17813773,4
212,200.0,2008.0,199222,"О нем вышла целая двухтомная книга, и я о нем писал, и у Гольдштейна есть о нем эссе.",0.22500437,-0.5568479,-0.31782883,0
213,200.0,2008.0,199224,"«Непосредственного чувства» недостаточно, чтобы отличить гения от графомана, я писал об этом в эссе, которое так и озаглавлено.",0.07662543,-0.40851653,-0.362592,5
214,200.0,2008.0,199278,Завершил эссе о Гольдштейне и сразу отослал в «Лехаим».,0.33740363,-0.5796017,-0.18394898,0
215,200.0,2008.0,199295,"Я вспомнил свое эссе «Мой век»: страшный, но не только.",0.106509104,-0.3818923,-0.3015867,5
216,200.0,2008.0,199297,"Задержалась (надеюсь, не совсем накрылась) книга эссе «Уроки счастья».",0.042916063,-0.42249313,-0.41479596,2
217,200.0,2008.0,199297,"Опубликованы несколько эссе, переводы, наконец фрагменты переписки с Хазановым.",-0.1680669,-0.7962092,-0.85437196,2
218,200.0,2009.0,199321,В подаренном мне болгарском сборнике (где напечатаны два моих эссе) меня заинтересовала единственная статья о дневниках М. Пришвина и Г. Шпета.,0.2724578,-0.57854515,-0.27762875,0
219,200.0,2009.0,199322,"Многие прозвучавшие только что сентенции и цитаты я встречал, раскрывая в метро подаренный мне сборник последних эссе Померанца «Дороги духа и зигзаги истории» (2008).",0.09189109,-0.46996525,-0.39863068,5
220,200.0,2009.0,199322,"(Зина подарила мне книгу своих стихов и книгу эссе, я им «Времена жизни».)",0.2791532,-0.5175635,-0.19930689,0
221,200.0,2009.0,199353,"Но дальше — эссе о писателе в эмиграции, об Америке, где, называя себя «райтер», надо объяснять, что это такое, воспоминания о российских прототипах вышедшей уже здесь книги «Между собакой и волком»: последние живые слова о стране, о литературе.",0.16326495,-0.5263849,-0.36540025,3
222,200.0,2009.0,199353,"Последнее эссе в «Тревожной куколке», кстати, представляет собой текст, прочитанный на вечере памяти Александра Гольдштейна 26.10.2006.",0.003011709,-0.6764509,-0.6685638,3
223,200.0,2009.0,199377,Очередное эссе Рубинштейна.,-0.043142084,-0.8431165,-0.9791723,3
224,200.0,2009.0,199394,"Иногда кажется, что он сам готов так думать, во всяком случае ему это нравится... В эссе «Золотой камень» («Аспекты духовного брака») он иронично описывал собственную попытку устроить нечто вроде перформанса на еврейском кладбище, раскрасив золотом один из надгробных камней (соответственно своей фамилии Гольдштейн), но побоялся, что будет обвинен в кощунстве, и ограничился другой акцией, «Крест и Зеро», которую подробно описывает, испытывая заметную неловкость от этого подросткового прикола.",0.10096285,-0.34935158,-0.28003073,6
225,200.0,2009.0,199418,Хотелось бы в этом году завершить хоть одну работу (не считая разных эссе).,0.011318684,-0.41713643,-0.44645098,2
226,202.0,2002.0,127103,"слова у Оленина мы учили «Мальчишку», какие у него эссе <...>, про его мемуары и проч.",0.13867772,-0.4407566,-0.3138104,5
227,203.0,1968.0,238904,"Говорят, Лидия Гинзбург написала очень веселые эссеи о советском сервисе и проч.",0.23801029,-0.5422607,-0.28443918,0
228,203.0,1933.0,238170,манифест»?,-0.00033312285,-0.19430509,-0.28192177,1
229,203.0,1923.0,237768,"17 октября, годовщина манифеста).",0.2038723,-0.11474945,0.06844727,4
230,203.0,1919.0,237530,"Многие торговцы становятся русофилами: Россия наш естественный рынок... А Леонид Андреев воззвание к «Антанте» написал — манифест: «вы, мол, победили благодаря нам».",-0.07339446,-0.29349408,-0.44669837,2
231,206.0,2009.0,224434,Весь отпуск в «Завидово» писал эссе «Самостояние».,0.37695232,-0.5411298,-0.0754933,0
232,206.0,2010.0,224436,Продолжаю работать над эссе «Самостояние».,0.0630178,-0.57361716,-0.52422416,3
233,206.0,2010.0,224443,"Именно от государства сверху вниз шли команды в форме указов, манифестов, распоряжений.",-0.13446018,-0.11436483,-0.38875788,1
234,206.0,2011.0,224493,"Если бы внутреннее освобождение произошло, то люди сами бы, не дожидаясь царских манифестов, освободили себя от внешнего рабства — крепостного права.",-0.22756378,-0.18768854,-0.5971638,1
235,206.0,2011.0,224523,"Историки хорошо знают о подложных, подметных манифестах, указах, письмах и т.д., распространители которых действуют в своих интересах.",-0.09165606,-0.45781934,-0.5829771,2
236,206.0,2011.0,224583,Вчера вечером и ночью читал книгу (точнее эссе) Э. Паина «Распутица.,0.39491078,-0.54553694,-0.05125435,0
237,207.0,1905.0,87594,"Сегодня нам объявлен заведующим приютом манифест японского микадо, коим нам разрешается ходить везде и всюду без конвоя.",0.07091704,-0.31902698,-0.29276448,6
238,212.0,1906.0,204227,В числе них между прочим взял «Коммунистический манифест» и буду читать в 10-й раз это Евангелие научного социализма.,0.15614058,-0.4223861,-0.27372345,3
239,216.0,1919.0,208464,Начала читать «Коммунистический манифест».,-0.009265004,-0.5505185,-0.5752293,2
240,216.0,1919.0,208466,"Прочла «Коммунистический манифест», многие места по несколько раз, даже нарисовала диаграмму.",0.11739732,-0.41856748,-0.32061198,5
241,216.0,1919.0,208503,"1903 г., Ростов-на-Дону и перечла некоторые места «Коммунистического манифеста».",0.2546177,-0.30379596,-0.022260122,4
242,216.0,1923.0,209705,"Читала «Коммунистический манифест» в издании Рязанова (издание 2-е, 1923).",0.35315093,-0.6629575,-0.26815644,0
243,216.0,1923.0,209707,Продолжала чтение «Коммунистического манифеста» в рязановском издании.,0.32641885,-0.6243357,-0.25621846,0
244,217.0,1914.0,196711,"Многие, многие из тех, кого знаю, встречали, ждали манифеста, уравнения национальностей.",-0.12751453,-0.08776092,-0.3609394,1
245,217.0,1914.0,196711,"Иные бы лица замелькали в числе манифестантов, не так слабо и хило грянулось бы «ура» на улицах.",-0.17290322,-0.0725942,-0.4055519,1
246,217.0,1914.0,196711,"Они довели ожидания до высшего напряжения, заставили подняться на «манифест» даже трамвайного вагоновожатого и ничего не дали.",-0.21253236,-0.1045154,-0.473711,1
247,217.0,1945.0,196715,"Келлер<com id=""14813822451413""/> с места напал на генетику как основу фашизма, сообщил о «манифесте» генетиков 1939 г., в котором предлагается стерилизация, искусственное осеменение и другие фашистские ужасы.",0.069151185,-0.28466907,-0.26592106,6
248,221.0,1977.0,260490,"24 ноября послал ему свое эссе ««Делай, что должно...» Об одной французской пословице» (сокращенно появилось в «Огоньке», 1978, № 31), сделав надпись: «Петру Григорьевичу Григоренко с пожеланиями здоровья и возвращения на Родину», и получил ответ от 28 ноября, в котором Григоренко писал:    
«Уважаемый А.В.!",0.23226467,-0.28973675,-0.042642035,4
249,221.0,1983.0,260545,"№ 31) эссе, основанное на французской пословице «Делай, что должно, и пусть будет, что будет», бывшей девизом Короленко и Толстого.",0.06827581,-0.28650674,-0.26861835,6
250,222.0,1967.0,114170,"Лидия Яковлевна читала нам замечательное окончание эссе о блокаде: о том, кто как ел — с удивительными наблюдениями и уходящими далеко ассоциативно размышлениями.",0.23647036,-0.5465791,-0.29124138,0
251,222.0,1967.0,114212,"Можно писать «в стол» прозу, эссеи, но сценарии писать стоит только с реальным производственным расчетом.",0.019797748,-0.4481693,-0.46235117,2
252,222.0,1973.0,343996,"В «Встречах с Пастернаком» я писал, что первый арест Мандельштама не произвел большого впечатления в обстановке очередной литературной весны, и у нас с Н. Я. шла речь о том, чтобы уточнить это и написать подробнее, что я обещал ей в моем незаконченном эссе о Мандельштаме.",0.17994155,-0.4533865,-0.2716417,3
253,222.0,1974.0,344273,"(...) два неопубликованных произведения советских авторов[:] Воспоминания Михаила Матюшина<com id=""152033535714520""/> (...) и эссе драматурга нонконформиста Александра Гладкова.",-0.10806739,-0.7337533,-0.7856169,2
254,222.0,1974.0,344276,"Не все мне у Гранина (и в Гранине) нравилось, но это эссе (как же иначе назвать?)",0.086088635,-0.3944669,-0.3386075,5
255,222.0,1974.0,344296,"цитируется аннотация к эссе «Слова, слова, слова...»: «Юрий Олеша — одна из наиболее загадочных фигур русской советской литературы.",-0.05662206,-0.66483533,-0.70346475,2
256,222.0,1975.0,344347,"Прочитала мне свое маленькое эссе «Вечер с Мандельштамом» и подарила машинопись воспоминаний об Н. Заболоцком<com id=""152033536114679""/>.",0.29271427,-0.51900464,-0.18095157,0
257,222.0,1975.0,344409,Он прочитал сборник о Паустовском и очень хвалит мое эссе.,0.14002453,-0.6686177,-0.53913194,3
258,222.0,1975.0,344433,"Дело за тем, чтобы соединить три (четыре) моих эссе, добавить «Мейерхольд говорит» и найти издателя.",0.018389493,-0.4269396,-0.44650072,2
259,222.0,1975.0,344469,"Но если присоединить А. Д. Попова<com id=""152033536514905""/>, что-то из мейерхольдианы и эссе о «Давным-давно», то книжка уже есть.",0.12130372,-0.41509047,-0.3124511,5
260,222.0,1975.0,344501,"Сначала Ц. И., потом Женя Пастернак, который говорит комплименты моему эссе об Олеше<com id=""152033536614953""/>.",0.2506847,-0.44977072,-0.16921046,0
261,223.0,1910.0,412108,"Этот Путятин, несомненно, участвовал в писании несчастного манифеста<com id=""1535230212142448""/>.",0.20423846,-0.3452112,-0.13466814,4
262,223.0,1908.0,411990,"Ст[олыпин] сказал мне, что Синодский манифест о Толстом был написан Роговичем и что он выпущен без ведома Стол[ыпина].",0.17667288,-0.3010458,-0.13353184,4
263,223.0,1908.0,411913,"Ведь он верил еще разным Филиппам, когда поручал кн[язю] Путятину писать чудовищный манифест, март 1905 г[ода] о призвании России стоять на страже интересов европейских государств в Тихом океане.",0.021646041,-0.25587672,-0.30335265,8
264,223.0,1908.0,411910,Ведь уже после наших поражений и задолго до Цусимы появился фантастический манифест о нашем призвании стать защитниками интересов европейских госдуарств в Тихом океане.,0.019460704,-0.2747708,-0.32144824,8
265,223.0,1907.0,411891,"Трагизм положения состоял в том, что обе стороны могли ссылаться на неопровержимые данные, на заявления самого Царя, на его манифесты…    
Самый адрес центра (окт[ябристы]) написан сухо, канцелярским слогом (проект Плевако, тоже центра, (отвергнут) он написан гораздо лучше, немного архаически).",0.021585384,-0.31099334,-0.34821308,8
266,223.0,1907.0,411891,"Оказывается, что манифест июля<com id=""1535230204141618""/>, изменивший столь решительно систему выборов, написан $$сообща$$ отцом Восторговым<com id=""1535230204141619""/> (он «столб» монархизма) и $$Столыпиным$$!",0.024162048,-0.32133108,-0.35346523,8
267,223.0,1907.0,411837,"Указ о роспуске вполне законен, манифест же — государственный переворот!",0.061126277,-0.19278818,-0.19952577,6
268,223.0,1907.0,411832,"Лишь бы манифест был написан так, чтобы народ его почувствовал.",0.14090322,-0.37038568,-0.24597068,4
269,223.0,1907.0,411819,"Разгон должен сопровождаться манифестом царя, обращением его $$к народу$$.",-0.08209242,-0.27115583,-0.44024673,2
270,223.0,1906.0,411729,"Стол[ыпин], по-видимому, намерен предать суду думцев, выпустивших Выборгский манифест!",-0.23787637,0.042677578,-0.76753265,1
271,223.0,1906.0,411723,"Ведь какие манифесты не пиши, а<com id=""1535230200141133""/> и амнистия будет принята как бессилие власти.",-0.21816161,-0.2915825,-0.59569585,2
272,223.0,1906.0,411718,"Роспуск — дело опасное, это значит идти на явный бой; ответить на ее манифест (несомненно, возбуждающий в народе неосуществимые надежды)<com id=""1535230200141116""/> прямым столкновением.",-0.046214,-0.32371733,-0.43842176,2
273,223.0,1906.0,411716,"Дума вступает на незаконный путь!<com id=""1535230200141111""/> Она обращается к народу с манифестом, в котором излагает свои взгляды на аграрное дело.",0.037849102,-0.30118135,-0.31991506,7
274,223.0,1906.0,411670,Он стоит одинаково прочно (пока) на манифесте 17 октября.,0.0612589,-0.27834842,-0.27090067,6
275,223.0,1905.0,411629,Витте составил проект манифеста.,0.14571355,-0.16201831,-0.05575679,4
276,223.0,1905.0,411629,"Комиссия разъехалась, тогда Государь приказал Фредериксу призвать Горемыкина и бар[она] Будберга<com id=""153523019814725""/> (комисс[ия] прошений) и велел им сочинить манифест, показав им проект Витте.",0.15343232,-0.26011735,-0.1299258,4
277,223.0,1905.0,411622,"Сегодня ночью вышел какой-то манифест<com id=""153523019814698""/>, вызвавший будто бы восторг толпы.",0.17544015,-0.37971222,-0.20750046,4
278,223.0,1905.0,411622,"В конце манифеста говорится об этом, как о невозможном деле.",0.06849961,-0.22501343,-0.21655096,6
279,223.0,1905.0,411601,"Московский съезд земских и городских<com id=""153523019614599""/> деятелей выступил с настоящим манифестом конституционной партии, в нем он прямо говорит, что Дума (настоящая) никуда не годится, но что ее нужно принять для того, чтобы ее же переделать и ею же воспользоваться для борьбы с правительством.",0.021500017,-0.32417274,-0.3590382,8
280,223.0,1905.0,411584,Третьего дня 6-го на Преображение (преображение нашего государственного строя) издан манифест о Госуд[арственной] думе.,0.07147466,-0.15457836,-0.15351477,6
281,223.0,1905.0,411582,"Завтра, говорят, будет манифест о созыве Думы.",0.10802484,-0.22695854,-0.16442388,4
282,223.0,1905.0,411582,"Боюсь, что время между манифестом и выборами будет употреблено оппозицией на то, чтобы восстановить народ против Думы.",0.012565214,-0.31507528,-0.36256227,8
283,223.0,1905.0,411570,"Со страхом думаю о том, что может<com id=""153523019514483""/> появиться каждый день… (манифест о Земск[ом] соборе).",0.08676607,-0.24244522,-0.20668028,6
284,223.0,1905.0,411544,"Неужели Путятин<com id=""153523019514370""/>, внушивший (или написавший) несчастный манифест 18-го февраля продолжает иметь влияние на ход дел?!",0.11660009,-0.3319166,-0.24403164,4
285,223.0,1905.0,411502,"Я приписывал манифест 18-го ф[евраля] Императрице, потому что в нем есть какая-то мистическая окраска.",0.095225066,-0.3577141,-0.2948056,7
286,227.0,1902.0,347682,В. предложила написать вроде манифеста и разослать его.,0.11988595,-0.27416265,-0.18890941,4
287,227.0,1902.0,347682,Поэтому он присоединяется к мнению В. и предлагает издать манифест.,0.03685373,-0.33441654,-0.34860617,8
288,227.0,1905.0,347701,"Я говорила с ним, доказывала, что надо было печатать это до появления забастовочного манифеста.",0.074464396,-0.34940803,-0.31418684,7
289,227.0,1906.0,347706,"В Петергофе что-то замышлялось, не то разгон, не то манифест, не то какое-то новое враждебное измышление.",0.015475968,-0.3814616,-0.41277215,2
290,227.0,1907.0,347709,"О Выборге<com id=""152157581514105""/> говорил с упором, намекая, что не дурно бы «Речи»<com id=""152157581514106""/> отказаться и от манифеста и от принципа пассивного сопротивления.",0.021277083,-0.32081404,-0.35657832,8
291,244.0,1982.0,165040,"Её бешеное, резонное сопротивление попытке «обелить» Трубецкого: он мог бы пойти к царю, дать ему манифест *etc*.",0.04245508,-0.33142763,-0.3391984,7
292,244.0,1974.0,164655,"Лёгкий дождь; калужский художественный музей: сколько сюжетов, новелл, эссе — в простом провинциальном музее; и дом — прекрасная городская усадьба; создатель галереи — врач Васильев, отдавший свои доходы городу.",0.13422064,-0.476801,-0.35338145,3
293,244.0,1971.0,164596,"Размышления: хотел писать эссе - о жизни, обо всем?",0.18709016,-0.63546467,-0.45177186,3
294,244.0,1970.0,164581,"Об истории и её философии; эссе — заметки не о том и сём, а история человечества!",0.1618678,-0.52888864,-0.3696478,3
295,244.0,1970.0,164581,"А, может быть, принцип эссе — краткие тексты или анекдоты, и рассуждения: но тогда — сквозь века и страны!",-0.23272957,-0.52966624,-0.7397169,2
296,249.0,1905.0,44687,"Свобода слова, собраний, печати – всё это дано манифестом 17-го октября 1905 года.",-0.02114075,-0.15638383,-0.2786482,1
297,249.0,1918.0,45092,"На курсах сначала был разбор реферата Шуневич «Личность Чехова по его письмам», который прошёл довольно оживлённо; выступала, между прочим, и я. Когда мы уже собрались уходить, Марья Ивановна Шепелева принесла следующие вести: в Петербурге совершился переворот, Михаил Александрович издал манифест в котором он говорит, что в столь тяжёлую для России минуту решает взять бразды правления в свои руки и довести Россию до учредительного собрания.",0.16708277,-0.33729076,-0.17993857,4
298,251.0,2000.0,46137,"В журнале «Гелиос», выпускаемом Центром, обнаружил эссе «Путешественники», подписанное: «Николай Руссу, Молдова, Кишинев».",0.40847516,-0.68475556,-0.21419281,0
299,251.0,2004.0,46214,"Дело в том, что в 1811 году царь Александр I, решив упростить себе жизнь, издал манифест о передаче в состав Великого княжества Финляндского Выборгской губернии, освобожденной от власти шведов еще прапрадедом – Петром I. Останься Выборг под русской короной, и границу двигать бы не пришлось.",0.06356395,-0.28904802,-0.276899,6
300,251.0,2006.0,46268,"Может, кто-то прочитал крамольный манифест в «Сайгоне»?",0.22558275,-0.45332712,-0.20875865,0
301,251.0,2006.0,46295,"С этим багажом нам и суждено предстать перед потомками...» — из моего эссе «О, наши личные дела!» И наши предки тоже попадали «в переплет» — архивный!",-0.24710886,-0.13264993,-0.52978736,1
302,251.0,2006.0,46313,"Полистал книгу — сборник эссе о том, как социализм плохо отразился на Восточной Германии.",0.14218539,-0.5334408,-0.39823106,3
303,251.0,2009.0,46452,"Добавил эссе о Конецком и рассказ «Самовар графа Толстого» — получилась подборка, связанная с моим институтом.",0.25761202,-0.5606368,-0.2778223,0
304,251.0,2010.0,46467,"Еще набралось двадцать листов публицистики, которые готовлю к печати, — статьи и колонки, печатавшиеся в «ЛГ», фельетоны, литературные эссе о Булгакове, Лескове, Гоголе, Горьком, Аверченко... Вот и повесть требует завершения.",0.13449201,-0.5286506,-0.40277475,3
305,279.0,1984.0,49436,"Потом до часу ночи читала и обсуждала с Витей его новые работы (эссе), некоторые из которых мне очень понравились, а некоторые я плохо поняла из-за нехватки начитанности и философского склада ума.",0.11694788,-0.41312447,-0.31624234,5
306,310.0,1914.0,53202,В этот же вечер начались на улицах манифестации; идут и до сих пор.,-0.12706618,-0.03604586,-0.32204014,1
307,310.0,1914.0,53202,"Два-три вечера были такие манифестации и в Салтыковке, рядом с Кучиным.",-0.14772074,-0.052469365,-0.36024976,1
308,310.0,1914.0,53202,"Ждали манифеста, не дождались.",-0.0050824997,-0.11533134,-0.22483873,1
309,316.0,1963.0,53386,"Александр Трифонович говорил с некоторым раздражением:    
«Для добрых людей такое явление, как Солженицын, это манифест.",0.11469242,-0.34424567,-0.25747466,4
310,316.0,1964.0,53609,"Оказалось, эссе, когда-то отвергнутые Твардовским.",0.01323994,-0.69523776,-0.6769541,3
311,316.0,1964.0,53610,Я позвал его и рассказал о публикации эссе в «Гранях».,0.22485982,-0.52154016,-0.2801227,0
312,319.0,1946.0,55373,"Ну, там такие, как «Коммунистический манифест» Маркса и Энгельса, «Империализм, как высшая стадия капитализма» Ленина и пр.",-0.045910493,-0.36398292,-0.4684087,2
313,320.0,1972.0,61213,Хавинсон просит писать статью о 125-летии Коммунистического манифеста (в просторечии — «призрака»).,0.4847838,-0.76451164,-0.22136793,0
314,320.0,1972.0,61213,Но ведь так не позволят публично писать о «Комманифесте»...,0.04669801,-0.39717206,-0.38901496,2
315,320.0,1974.0,61298,Помнится были мы вместе в Берлине на конференции по случаю 125-летия «Коммунистического манифеста».,0.2877734,-0.35527825,-0.020410353,4
316,320.0,1976.0,61411,"Без всякой идеологии, типа манифеста.",-0.2883455,-0.04938851,-0.75926226,1
317,320.0,1977.0,61430,Загладин написал отличное эссе для №1 «Нового времени» по тематике «еврокоммунизма».,0.058901805,-0.6892076,-0.6349842,3
318,320.0,1978.0,61490,"Может быть, они совсем одурели от «Шпигелевского» манифеста, и поскольку нет у них выхода, как бегство вперед (еще дальше в «потребительское общество» и, значит, в объятья ФРГ), они стараются показать себя перед Москвой сверхортодоксальными и «верными» по идеологической части?",-0.0027271588,-0.3671574,-0.42234847,2
319,320.0,1978.0,61512,Вчера прочел реферат одного эссе знаменитого сейчас троцкиста Манделя.,0.4231098,-0.5893043,-0.05777927,0
320,320.0,1983.0,61696,"Словом, он целиком занят собой: сочинением своих эссе и устройством души.",-0.09921684,-0.47833887,-0.6041254,2
321,320.0,1984.0,61734,"Впервые прочитал его литературное эссе (даже не знал о них), в том числе о Пушкине.",0.16836014,-0.5306315,-0.36330616,3
322,320.0,1984.0,61790,"И еще узнал, что уже есть верстка сборника воспоминаний и эссе о Шолом-Алейхеме.",0.14189067,-0.53528214,-0.4003961,3
323,320.0,1985.0,61823,"Пошлейшие банальности облекает в приличную, временами красивую журналистскую форму и выдает за теоретические эссе.",-0.018134955,-0.42511013,-0.48509806,2
324,320.0,1985.0,61848,Блестящее эссе.,0.21023545,-0.7735375,-0.9977358,3
