,diarynum,firstName,lastName,info
298,346,Анатолий,Беляков,"Инженер, сапер, свидетель блокады Ленинграда."
299,347,Леонид,Бердников,Философ.
300,348,Владимир,Бибихин,"Философ, филолог и переводчик."
301,349,Валентин,Булгаков,Последователь и последний секретарь [Л. Н. Толстого](http://prozhito.org/person/191). Руководитель ряда литературных музеев.
302,350,Евгений ,Вахтангов,"Актёр, театральный режиссёр, основатель и руководитель  Студенческой драматической студии (Театра им. Е. Вахтангова)."
303,351,   ,Аноним,Житель Казани.
304,352,Илья,Глазунов,"Художник-живописец, педагог."
305,353,Екатерина ,Грачёва,"Первый русский педагог-дефектолог, работавший с умственно отсталыми детьми. "
306,354,Леонид,Брежнев,"Государственный и партийный деятель, занимавший высшие руководящие посты в СССР в течение 18 лет: первый секретарь ЦК КПСС в 1964—1966 годах, с 1966 по 1982 год — генеральный секретарь ЦК КПСС."
307,355,Николай ,Мурсатов,"Старший унтер-офицер 130-го пехотного Херсонского полка, участник Первой мировой войны."
308,356,А.,Т.,"Бухгалтер, пенсионер."
309,357,Юрий,Канунников  ,"Капитан первого ранга, преподаватель."
310,358,Феодосий ,Грязнов,"Актер. В первые месяцы войны выезжал на Ленинградский фронт с концертами, выступал с чтением рассказов в госпиталях Ленинграда. С 1942 по 1944 г. работал в театре в г. Боровичи, с 1944 по 1948 г. – в Новгородском областном драматическом театре.
Брат художника [А. А. Грязнова](http://prozhito.org/person/899) и коллега [О.П. Измалковой](http://prozhito.org/person/984)."
311,359,Екатерина ,Воейкова-Ильина,"Дворянка, эмигрант."
312,360,Наталия ,Ильина,"Писатель, публицист, сатирик. В годы ведения дневника - ребенок в семье русских эмигрантов в Харбине."
313,361,Татьяна,Юрьева,"Сотрудник музея Маяковского, Театрального музея, Энциклопедии, затем киностудии Мосфильм,  далее  - Центрального телевидения."
314,362,Павел,Гроссман,"Журналист, сотрудник газеты ""Новый край"", свидетель обороны Порт-Артура."
315,363,Мария,Вишневская,Гимназистка.
316,364,Ромэн ,Назиров,"Литературовед, доктор филологических наук, профессор."
317,365,Арпеник ,Алексанян,Студентка Тбилисского медицинского института.  Выслана в Сибирь как «бывшая турецкоподданная».
318,366,Марина,Аллендорф,Художник-график.
319,367,Анатолий,Батюто ,"Литературовед, филолог, специалист по русской литературе XIX века, исследователь творчества Тургенева и Достоевского."
320,368,Иван,Кузнецов,Офицер-артиллерист. 
321,369,Марат,Шпилев,"Старший лейтенант, минометчик. Художник-любитель."
322,370,Елизавета ,Вейде ,"Школьница, свидетель блокады Ленинграда, узник немецких концлагерей. "
323,371,Серафим,Фролов,"Художник, выпускник Московского института имени В. И. Сурикова. "
324,372,Владимир,Порцевский,"Студент-физик, в годы войны - стрелок-ополченец. После войны - преподаватель физики. "
325,373,Михаил,Матов,"Минометчик, красноармеец, старший сержант, участник Парада Победы на Красной площади, житель деревни Леушинской."
326,374,Алексей,Поливанов,"Военный деятель, генерал от инфантерии, член Государственного совета, и.о. военного министра."
327,375,Олег,Реутов,"Химик-органик, академик АН СССР. В годы ведения дневника - майор,  заместитель начальника химотдела 4-го Украинского фронта по оперативно-розыскной работе."
328,376,Кира,Аллендорф,Учащаяся частной женской гимназии.
329,377,Николай,Белов ,"Инженер, во время войны - подполковник, командир полка."
330,378,Елена,Лакиер,"Студентка Одесской консерватории, машинистка и переводчица. В 1920-м покинула Россию."
331,379,Николай,Иванов,Лейтенант. После ранения - преподаватель в артиллерийском училище.
332,380,Федор,Бобров,"Помощник директора по найму и увольнению завода № 371 им. Сталина, старший лейтенант НКВД."
333,381,Федор,Смольников,"Летчик, начальник связи авиасоединения."
334,382,   ,Света,Школьница из Казахстана.
335,383,Юрий,Утехин,Школьник.
336,384,Владимир,Богданов,"Токарь на Судомеханическом заводе, свидетель блокады Ленинграда. "
337,387,Дзига (Давид),Вертов,"Советский кинорежиссёр, один из основателей и теоретиков документального кино."
338,388,Петр,Пустовойт,"Старший лейтенант, переводчик группы ближней разведки Отдельного полка связи.  Литературовед, специалист в области русской литературы XIX века и сравнительного литературоведения, доктор филологических наук."
339,389,Иван,Фирсенков,Рабочий завода им. В.М. Молотова. Свидетель блокады Ленинграда.
340,390,    ,Аноним,"Крестьянин, поденный рабочий на селекционно-генетической станции имени И. В. Мичурина."
341,391,Екатерина,Глинская ,Заведующая хирургическим отделением инфекционной больницы Фрунзенского района. Свидетель блокады Ленинграда. 
342,392,Андрей,Дружинин,"Агент тульской Конторы Московской областной Продовольственной комиссии, писарь, позже - учитель."
343,393,Борис,Вронский,"Геолог, специалист в области метеоритики, исследователь феномена Тунгусского метеорита, писатель и поэт. "
344,395,Екатерина,Лебедева,Учащаяся одной из гимназий в Калуге. 
345,396,Эмиль,Бояр,"Заместитель председателя Леноблисполкома. Арестован по так называемому «Ленинградскому делу», приговорен к 25 годам тюремного заключения. "
346,397,Ирина,Дажина,"Санинструктор, медсестра 140-й Сибирской орденоносной стрелковой дивизии, выпускник истфака МГУ. После войны - историк. Жена [Дмитрия Дажина](http://prozhito.org/persons/390)."
347,398,Дмитрий,Дажин,"Военный журналист, поэт. Муж [Ирины Дажиной](http://prozhito.org/persons/389)."
348,402,Елена,Шварц,"Поэтесса, прозаик, одна из ведущих фигур ленинградской неофициальной культуры 1970-х и 1980-х годов."
349,403,Захарий,Френкель,"Врач, депутат Государственной думы I созыва от Костромской губернии, профессор, специалист по социальной и коммунальной гигиене, демографии и геронтологии, академик АМН СССР. Отец [Зинаиды Шнитниковой](http://prozhito.org/person/236)."
350,405,Владимир,Пуришкевич,"Политический деятель правых консервативных взглядов, монархист, черносотенец, один из убийц Г. Распутина."
351,406,Валериан,Альбанов,"Полярный штурман, участник дрейфа на паровой шхуне «Святая Анна»."
352,407,Виктор,Вакидин,"График, художник книги."
353,408,Николай,Врангель,"Художественный критик, историк искусства. В годы Первой мировой войны служил в Красном кресте."
354,409,Катерина,Сергеева,"Педагог, автор первого чукотского букваря. "
355,410,Сергій,Єфремов ,"Громадсько-політичний і державний діяч, літературний критик, історик літератури, академік Української академії наук, віце-президент ВУАН, дійсний член Наукового товариства ім. Т. Шевченка у Львові, публіцист, один із творців української журналістики."
356,413,Олекса,Воропай ,"Український біолог, етнограф і письменник, фольклорист в еміграції. Зробив внесок у розвиток української геортології."
357,415,Василь,Ґренджа-Донський ,"Український поет, прозаїк, драматург, публіцист, перекладач, громадсько-культурний і політичний діяч, один із творців Карпатської України, редактор щоденної газети Карпатської України «Нова свобода», співредактор часопису «Русинъ»."
358,421,Євген,Чикаленко ,"Визначний громадський діяч, благодійник, меценат української культури, агроном, землевласник, видавець, публіцист."
359,424,Ольга,Шереметева,Дочь Г.А. Чубарова и Н.А. Хомутовой. В 1910 вышла замуж за Б.Б. Шереметева. Второй брак с 1935 с А.А. Сиверсом. Погибла в Москве при налете немецкой авиации.
360,425,Михаил,Презент,"Работник аппарата ЦИКа, основатель Правительственной библиотеки Кремля, конфидент Демьяна Бедного, помощник  Авеля Енукидзе. 11 февраля 1935 года был арестован по «кремлёвскому делу», спустя немногим более трёх месяцев умер в тюремной больнице."
361,426,Александр,Дмитриев,Рабочий пермского авиамоторного завода
362,427,Александр,Опарин,"Биолог и биохимик, создавший теорию возникновения жизни на Земле из абиотических компонентов; академик АН СССР."
363,428,Петр,Тюхов,Генерал-майор.
364,431,Наталья,Шмелькова,"Художница, писатель. Близкий друг В. Ерофеева."
365,432,Николай,Михайлов,"Учитель физики и математики, артиллерист 223 гаубичного полка 85-й Челябинской стрелковой дивизии."
366,433,Василий,Кураев,"Революционер, государственный и партийный деятель. Член коллегии Наркомзема, член Президиума ВСНХ, заместитель председателя одной из секций Госплана СССР. Жертва политических репрессий."
367,434,Александр,Бек,Писатель. 
368,435,Борис,Сурис,"Историк искусства и коллекционер графики, автор научных исследований о русских художниках ХХ века. В годы ведения дневника - военный переводчик."
369,436,Михаил,Саксин,Летчик. В годы ведения дневника - школьник. 
370,437,Виталий,Воротников,"Партийный и государственный деятель, председатель Совета Министров РСФСР, член Политбюро ЦК КПСС."
371,438,Михаил,Миндлин,Политрук отдельной танковой роты. Подвергался политическим репрессиям. Общественный деятель.
372,439,Алексей,Орлов,"Пехотный лейтенант, участник военных действий в Афганистане."
373,440,Ольгерд,Жемайтис ,"Pаместителя командира артиллерийского дивизиона, участник боевых действий в Афганистане."
374,441,Лидия,Кузнецова-Свиягина,"Учитель русского языка и литературы польской школы г. Бельска, свидетель немецкой оккупации. "
375,442,Лидия,Чуковская,"Редактор, писательница, поэт, публицист, мемуаристка, диссидент. Дочь К.И. Чуковского.
"
376,443,Владимир,Николаев,Школьник. Свидетель блокады Ленинграда.
377,444,Юрий,Сальников,Партийный советник в Афганистане.
378,445,Михаил,Сусоров,Фельдшер артиллерийского полка. 
379,446,Лев,Тихомиров,"Общественный деятель, в молодости — народоволец, будучи в эмиграции, издавал вместе с П. Л. Лавровым «Вестник Народной воли»; в 1888 отрёкся от революционных убеждений и, вернувшись в Россию после помилования, стал монархистом.
"
380,447,Андрей,Колмогоров,Один из крупнейших математиков ХХ века.
381,448,Иван,Майский,"Дипломат, историк и публицист. В годы ведения дневника - представитель СССР в Британии. "
382,449,Александр,Островский ,"Драматург, творчество которого стало важнейшим этапом развития русского национального театра. Член-корреспондент Петербургской Академии наук."
383,450,Борис,Гройс,"Искусствовед, философ, писатель, публицист."
384,451,Михаил,Фостиков,"Военачальник, участник Гражданской войны, генерал-лейтенант, командир 2-й Кубанской казачьей дивизии. Весной 1920 года организовал «Армию Возрождения России» из казаков и занял ряд станиц Баталпашинского отдела. "
385,452,Инесса,Константинова,"Партизанка-разведчица, героиня войны."
386,453,Екатерина,Манакова,"Выпускница великоустюжского епархиального женского училища, преподавательница."
387,454,Василий,Городцов,"Видный российский и советский археолог, многолетний сотрудник Императорского Российского (затем Государственного) Исторического музея, преподаватель."
388,455,Александра,Серебренникова,"Переводчица, журналист, мемуаристка, критик. Гласная Иркутской городской думы (1917). Жена [И.И. Серебренникова](http://prozhito.org/person/448). "
389,456,Иван,Серебренников,"Сибирский областник, деятель Сибирского отдела Русского географического общества. Учёный (работы по статистике и этнографии Сибири), писатель, журналист. Министр продовольствия во Временном сибирском правительстве. В 1920 эмигрировал в Китай. Муж [А.Н. Серебренниковой](http://prozhito.org/person/447). "
390,457,Паола,Волкова,"Искусствовед, историк культуры. "
391,458,Андрей,Евтушенко,"Культуролог, путешественник. "
392,459,Лев,Федотов,"Советский школьник, ставший известным благодаря сделанным им в своем дневнике прогнозам политических и военных событий. Прообраз Антона Овчинникова из романа Ю. Трифонова «Дом на набережной» (1976)."
393,460,Владимир,Чумак,"Участник   войны, Герой Советского Союза, автоматчик в 69-й армии 1-го Белорусского фронта."
394,461,Александр,Шмеман,"Священнослужитель Православной церкви в Америке, протопресвитер; богослов, автор ряда книг."
395,462,Зинаида,Фосдик,"Первая сотрудница Рерихов в Америке, пианистка, искусствовед, педагог, организатор, администратор, переводчик. "
396,463,Пит,Бювалда ,Посол Королевства Нидерландов в Москве в 1986 - 1990 годы.
397,464,Николай,Троицкий,Студент ГИТИСа. 
398,465,Вильгельм,Кюхельбекер,"Русский поэт и общественный деятель, друг [Пушкина](http://prozhito.org/person/774) и Баратынского, однокурсник Пушкина по Царскосельскому лицею, коллежский асессор, декабрист.
"
399,466,Иван,Минаев,"Русский востоковед-индолог, основатель русской индологической школы. Действительный статский советник."
400,467,Леонтий,Бызов,В годы ведения дневника - исполняющий обязанности командира артиллерийской батареи на Западном фронте. Муж [Н.Н. Бызовой](http://188.166.37.60/person/469).
401,468,Петр,Непорожний,"Министр энергетики СССР с 1962 по 1985 год, крупнейший энергетик страны, доктор технических наук, профессор, член-корреспондент АН СССР."
402,469,Владимир,Одоевский ,"Писатель и мыслитель эпохи романтизма, один из основоположников русского музыкознания. В 1823-25 гг. председатель юношеского общества любомудров. Издатель ряда журналов и альманахов. С 1846 г. директор Румянцевского музея. В середине 1840-х гг. перешёл от литературной к общественной деятельности, получил известность как филантроп. С 1861 г. сенатор."
403,470,Георгий,Славгородский,"Сержант (впоследствии гвардии майор, командир батальона гвардейского стрелкового полка). Герой Советского Союза.
"
404,471,Кузьма,Наякшин,"Майор Красной армии, участник войны."
405,472,Борис,Шапошников,"Зоолог, участник научно-промысловой экспедиции на северное побережье Кольского полуострова."
406,473,Ирина,Каверина,"В момент ведения дневника - школьница, участница ряда туристических походов."
407,474,Степан,Кузнецов ,Мастер инструментального цеха на заводе № 52 (Кронштадт). Красноармеец. Был репрессирован.
408,475,Н.,Сергеева-Горемыкина,Жена Чрезвычайного и полномочного посола СССР в Мексике Ростислава Сергеева.
409,476,Лев,Пунин ,"В годы ведения дневника - кадет. После - военный историк, преподаватель. "
410,477,Наталья,Бызова,Жена [Л.А. Бызова](http://188.166.37.60/person/459).
411,478,Митрофан,Сребрянский,Архимандрит Русской православной церкви. Прославлен в лике святых. В годы ведения дневника - полковой священник на Русско-Японской войне.
412,479,Анатолий,Дитрих,"Фотограф, сотрудник журнала «Старые годы»."
413,480,Феодосий,Карульский,"Афонский иеросхимонах, подвижник. "
414,481,Валентина,Кондратьева,"Студентка первого курса техникума соляной промышленности, свидетель блокады Ленинграда."
415,482,Софья,Толстая-Есенина,"Внучка [Льва Толстого](http://prozhito.org/person/191), последняя жена Сергея Есенина, директор Государственного музея Л. Н. Толстого в Москве."
416,483,Александр,Никитенко,"Крепостной, домашний учитель, студент, журналист, историк литературы, цензор, чиновник Министерства народного просвещения, дослужившийся до тайного советника, профессор Петербургского университета и действительный член Академии наук."
417,484,Варвара,Малахиева-Мирович,"Поэтесса, переводчица, мемуаристка."
418,485,Евгений,Финогеев ,"Старший лейтенант, заместитель
командира мотострелковой роты
по политической части, участник военных действий в Афганистане.
"
419,486,Юрий,Пахомов,Рядовой запаса. В Афганистане — с 1979-го по 1981 год в должности пулеметчика. 
420,487,Андрей,Стебунов ,"Военный переводчик персидского языка, младший лейтенант, участник боевых действий в Афганистане. "
421,488,Николай,Кнерик,"Старшина запаса, один из организаторов афганского движения в СССР и России, участник боевых действий в Афганистане."
422,489,Рюрик,Ивнев,"Поэт, прозаик, переводчик."
423,490,Ирина,Дунаевская,"Военная переводчица, филолог. "
424,491,Александр,Сопровский,"Поэт, эссеист."
425,492,Иван,Шабалин,"Майор НКВД, начальник Особого отдела 50-й Армии."
426,493,Андрей,Смирных,"Директор Лайского и Усть-Усинского оленесовхозов, комиссар оленеводческого отряда РККА."
427,494,Наталья,Миротворская,"Училась в низшей школе в г. Ряжске (1905-1909), в гимназии в г. Скопине (1909-1916), на Голицынских высших женских сельскохозяйственных курсах (1916-1919), на Высших курсах по луговодству (1919-1920). В 24 года умерла после родов."
428,495,Ариф,Сапаров,"Журналист, писатель, участник рейсов по «Дороге жизни», связавшей  Ленинград с «большой землёй»."
429,496,Владимир,Нейман,Житель г. Тульчин.
430,497,Наум,Файнштейн,"Геолог, военный техник I ранга. 

Свидетель блокады Ленинграда, участник Великой Отечественной войны."
431,498,Алексей,Файко,Драматург.
432,499,Елена,Полюшкина,"Студентка-театровед, поэтесса. "
433,500,Сергей,Пионтковский,Историк. Репрессирован и расстрелян.
434,501,Иван,Панарин ,Танкист.
435,502,Александр,Арутюнов,Писарь 8-й роты 1-го Пехотного Ахульчинского полка.
436,503,Валентина,Чеботарева ,"Дочь военного врача И. С. Дубягского, старшая сестра Дворцового лазарета императрицы Александры Федоровны, поддерживала отношения с царской семьей после отречения. Супруга генерала Чеботарева П.Г."
437,504,Ирина,Кнорринг,"Поэтеса, мемуаристка, эмигрант. "
438,505,Стефан,Смирнов,"Протоиерей, священник единоверческого храма Архангела Михаила села Михайловская Слобода."
439,506,Иосиф,Финкельштейн ,"Старший инженер в НИИ-9 (Ленинград), старший лейтенант, переводчик. "
440,507,Борис,Ильин,"Сержант. До войны - сельский учитель, после - географ, преподаватель. "
441,508,Аркадий,Столыпин ,"Племянник премьер-министра П.А. Столыпина, журналист, поэт и художник, ротмистр 17-го Нижегородского драгунского полка. Воевал на Юге в составе сводного полка Кавказской кавалерийской дивизии. В 1920 г. интернирован в Польшу. В эмиграции жил в Югославии и Швейцарии, работал в посольстве США. "
442,509,Алексей,Кондратович,"Литературный критик, заместитель главного редактора журнала «Новый мир» (Твардовского)."
443,510,Борис,Корсаков,"Лейтенант, техник."
444,511,Клавдия,Абрамова,Преподаватель немецкого и английского языков.
445,512,Даниил,Андреев,"Религиозный философ, поэт, автор мистического сочинения «Роза Мира»."
446,513,Альфред,Артамонов,"Сотрудник Ижевской студии телевидения, внештатный корреспондент газеты ""Правда""."
447,514,Андрей,Бартошевич,Искусствовед. Во время блокады Ленинграда служил в Управлении по делам искусств. 
448,515,Степан,Жихарев,"Писатель, драматург, переводчик, сенатор, театрал и мемуарист."
449,516,Евгений,Грабмайер,"Командир кавалерийского полка, участник Гражданской войны. "
450,517,Анна,Баркова ,"Поэтесса, прозаик и публицист. Подвергалась репрессиям."
451,518,Искандер,Шакиров,"Школьник, позже - студент философского факультета."
452,519,Даниил,Хармс,Писатель и поэт. Участник объединения ОБЭРИУ.
453,520,Юрий,Усачёв,Лётчик-космонавт.
454,521,Павел,Урысон,Советский математик.
455,522,Софья,Уранова,"Художница, участник войны."
456,523,Лев,Троцкий,"Революционер, идеолог троцкизма. Один из организаторов Октябрьской революции 1917 года, один из создателей Красной армии и Коминтерна. Лидер внутрипартийной левой оппозиции. Член Политбюро.
"
457,524,Тихон,Ткачёв,Военный врач.
458,525, ,Татьяна,"Педагог в школе, жительница Свердловской области."
459,526,Прасковья,Мельгунова-Степанова,"Жена редактора журнала «Голос минувшего» С.П. Мельгунова, эмигрантка. Супруга [С.П. Мельгунова](http://prozhito.org/person/1232)
"
460,527,Григорий,Сажин,"Политрук взвода партизанского отряда ""Сталинец""."
461,528,Юрий,Рябов,Участник Любанской операции.
462,529,Федор,Рау,"Гимназист, будущий сурдопедагог, профессор, доктор педагогических наук"
463,530,Александра,Радченко,"Сельская учительница, свидетель голода 1932-33 гг. Подвергалась репрессиям."
464,531,Борис,Поплавский,"Поэт и прозаик, эмигрант. "
465,532,Роман,Попель,"Школьник, свидетель блокады Ленинграда."
466,533,Аркадий,Поздняков,"Сын священника, участник войны, преподаватель английского языка. "
467,534,Розалия,Плеханова ,"Врач по образованию, участница народнического движения. Вдова  Г.В. Плеханова. Эмигрантка."
468,535,Борис,Пийп,"Геолог, петрограф, вулканолог. Основатель и первый директор Института вулканологии СО АН СССР."
469,536,Ира,Петровская,"Историк русской культуры, источниковед, архивист, библиограф."
470,537,Николай,Пашин,"Публицист, педагог, переводчик. Подвергался репрессиям, участник войны, эмигрант. "
471,538,Константин,Паустовский,"Писатель, общественный деятель. "
472,539,Лев,Остерман,"Учёный-биохимик, писатель, автор научных статей и монографий, в том числе нескольких книг по истории советского общества."
473,540,Раиса,Орлова,"Писательница, филолог (специалист в области германской литературы), правозащитница. Жена [Л. З. Копелева](http://prozhito.org/person/533)."
474,541,Лев,Копелев,"Критик, литературовед (германист), диссидент и правозащитник. Муж [Р.Д. Орловой](http://prozhito.org/person/532)."
475,542,Николай,Никулин,"Искусствовед, профессор, член-корреспондент Российской академии художеств, ведущий научный сотрудник и член Учёного совета Эрмитажа, специалист по живописи Северного Возрождения, автор книги «Воспоминания о войне»."
476,543,Сергей,Минцлов,"Писатель, автор ряда исторических романов, ценитель и знаток русской книги, библиограф, участник нескольких археологических экспедиций. "
477,544,Исаак,Минц,"Историк, специалист по новейшей истории. Доктор исторических наук (1936), член-корреспондент (1939), действительный член АН СССР по Отделению истории и философии (1946). Герой Социалистического Труда."
478,545,Степан,Медик,"Стрелок, кочегар парохода ""Рошаль"", в 1941 г. попал в плен к финнам, дневник вел в лагере."
479,546,Усам,Мамадаев,"Чеченец, водитель автобуса, пенсионер."
480,547,Диомид,Майзер,Комиссар партизанского отряда «Полярник». Пенсионер НКВД СССР. 
481,548,Алексей,Лосев,"Философ и филолог. Профессор, доктор филологических наук.

"
482,549,Кирилл,Звирбул,"Латыш, в годы ведения дневника - инструктор-животновод Земской Управы г. Коврова. Позже - директор совхоза ""Гигант"". Репрессирован и расстрелян."
483,550,К.,Лористон,"Житель Москвы, писал под псевдонимом К. Лористон. Настоящая фамилия автора и его дальнейшая судьба не известна."
484,551,Алиса,Коонен,"Актриса, Народная артистка РСФСР, жена А. Я. Таирова"
485,552,Дмитрий,Клепинин,"Священник Западноевропейского экзархата Русских приходов Константинопольского Патриархата, общественный деятель, участник французского Сопротивления, причислен к лику святых."
486,553,Николай,Кирьянов,Иподиакон священномученника архиепископа Илариона (Троицкого). Член Союза писателей. Подвергался репрессиям.
487,554,Георгий,Киреев,Советник по делам молодежи в Афганистане. 
488,555,Алексей,Булгачёв,Старший фейерверкер. Из крестьян.
489,556,Павел,Вареник,"Партийный активист, подвергался репрессиям, неоднократно принудительно помещался в психиатрические клиники."
490,557,Галина,Комкова-Коржикова,"Гвардии лейтенант, мастер  по вооружению ночного бомбардировочного авиационного полка. Студентка исторического факультета МГУ."
491,559,Анатолий,Гребнев ,Кинодраматург.
492,560,Нина,Дмитриева,"Искусствовед, историк и теоретик искусства, литератор."
493,561,Евгений,Долматовский,"Поэт, автор слов многих известных советских песен."
494,562,Федор,Емуранов,"Белогвардеец, начальник 5‑й Уральской (Буренинской) дивизии, полковник."
495,563,Иван,Жилинский ,Начальник планово-аналитического и договорного отделения Управления дорожного строительства Октябрьской железной дороги. Свидетель блокады Ленинграда. Подвергался репрессиям.
496,564,Людмила,Зотова ,Инспектор в Управлении театров Министерства культуры СССР.
497,565,Генрих,Иоффе,"Историк. Доктор исторических наук, профессор."
498,569,Иван,Вашенко,Солдат бригады РОНА. 
499,570,Николай,Виноградов,"Архитектор, реставратор, фотограф и коллекционер."
500,571,Анна,Рукина,"Художник в мастерской Истринского краеведческого музея. Жена ""врага народа"". "
501,572,Святослав,Рихтер,"Один из крупнейших пианистов XX века. Основатель ряда музыкальных фестивалей, включая «Декабрьские вечера» в ГМИИ им. Пушкина. Первый в СССР обладатель премии «Грэмми» (1960)."
502,573,Юлия,Нельская-Сидур,"Преподаватель, литератор, жена и помощник скульптора Вадима Сидура. "
503,574,Владимир,Згура,"Искусствовед, историк, москвовед. Основатель и первый председатель (с 1922 до 1927) ОИРУ — Общества изучения русской усадьбы."
504,575,Лидия,Новикова,Преподаватель.  Дневник вела во время своего пребывания в больнице.
505,576,Маргарита,Алигер,"Поэтесса, военный корреспондент, член правления СП РСФСР и СП СССР. "
506,577,Николай,Японский,"Архиепископ Русской Церкви; миссионер, основатель Православной церкви в Японии, Почётный член Императорского Православного Палестинского Общества. Прославлен в лике святых как равноапостольный"
507,578,Морис,Палеолог,"Французский политик, дипломат; с января 1914 года работал послом Франции в России. Писатель, пожизненный Член Французской академии."
508,579,Александр,Гольденвейзер,"Толстовец, пианист, композитор, педагог, публицист, музыкальный критик, общественный деятель."
509,580,Женя,Киселькова,Остовка (депортирована в Германию в годы войны).
510,581,Вера,Гоголь-Яновская,Молодая девушка.
511,582,Лидия,Тхоржевская,Инженер-химик.
512,585,Валерий,Брюсов,"Поэт, прозаик, драматург, переводчик, литературовед, литературный критик и историк."
513,586,Иосиф,Бродский,"Русский и американский поэт, эссеист, драматург, переводчик, лауреат Нобелевской премии по литературе 1987 года, поэт-лауреат США в 1991—1992 годах. "
514,587,Вера,Зайцева,"Жена Бориса Зайцева, дочь [А.В. Орешникова](http://prozhito.org/person/213)."
515,589,Борис,Талантов,"Преподаватель математики, православный диссидент, публицист, политзаключённый."
516,594,Семён,Гудзенко,"Поэт, участник войны."
517,595,Василий,Трушкин,"Литературовед, критик, доктор филологических наук, профессор Иркутского госуниверситета, библиофил, исследователь литературного движения в Сибири.  В годы ведения дневника - ученик старших классов."
518,598,Ольга,Ковалева,"Поэтесса, педагог, библиотекарь, редактор отдела информации в свердловском НИИ черных металлов."
519,599,Ростислав,Завадский,Унтерштурмфюрер СС.
520,607,Петр,Ковалевский,"Историк, религиозный мыслитель, исследователь русской эмиграции.
"
521,608,Александра,Михалева,Остовка (депортирована в Германию в годы войны).
522,613,Иван,Ковальченко,Историк.
523,614,Андрей,Снесарев,"Военачальник, военный теоретик, публицист и педагог, выдающийся военный географ и востоковед, действительный член Русского географического общества."
